City,District,Category,Kind,School Name
ADANA,CEYHAN,Primary School,Özel İlkokul,ÖZEL CEYHAN İLK HEDEF BAŞARI KOLEJİ İLKOKULU
ADANA,CEYHAN,Primary School,Özel İlkokul,ÖZEL DÖŞKAYA KOLEJİ İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ADANA ÇAĞLA KOLEJİ İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ADANA DOĞA İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ADANA EKİM KOLEJİ İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ADANA FİNAL İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ADANA GÜNDOĞDU İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ADANA MODERN BİLİMLER AKADEMİSİ (MBA) İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ALTINELLER İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ÇUKUROVA ALTINELLER İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ÇUKUROVA ERAL İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ERAL İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ERAL MİNİ İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL ERKAN ÇUKUROVA İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL KARMA İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL MİNECAN İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL SULAR İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL VARDA KOLEJİ İLKOKULU
ADANA,ÇUKUROVA,Primary School,Özel İlkokul,ÖZEL YENİ ADANA ORTADOĞU İLKOKULU
ADANA,KOZAN,Primary School,Özel İlkokul,ÖZEL  KOZAN KOLEJİ İLKOKULU
ADANA,SARIÇAM,Primary School,Özel İlkokul,ÖZEL ERKAN İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA  İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA BAHÇEŞEHİR KOLEJİ İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA BİL KOLEJİ İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA DÜŞÜNÜR KOLEJİ İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA İSABET İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA İSTANBUL LİDER KOLEJİ İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ADANA OKYANUS İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL ÇUKUROVA MARMARA İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL SEYHAN ALTINELLER İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL SEYHAN MEKTEBİM İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,ÖZEL YÜKSELİŞ İLKOKULU
ADANA,SEYHAN,Primary School,Özel İlkokul,TED ADANA KOLEJİ ÖZEL İLKOKULU
ADANA,CEYHAN,Secondary School,Özel Ortaokul,ÖZEL  DÖŞKAYA KOLEJİ ORTAOKULU
ADANA,CEYHAN,Secondary School,Özel Ortaokul,ÖZEL CEYHAN İLK HEDEF BAŞARI KOLEJİ ORTAOKULU
ADANA,CEYHAN,Secondary School,Özel Ortaokul,ÖZEL CEYHAN KOLEJİ ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ADANA DOĞA ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ADANA EKİM KOLEJİ ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ADANA FİNAL ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ADANA GÜNDOĞDU ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ADANA MODERN BİLİMLER AKADEMİSİ (MBA) ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ALTINELLER ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ÇUKUROVA ALTINELLER ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ÇUKUROVA ERAL ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ERAL ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL ERKAN ÇUKUROVA ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL GÜZELYALI ALTINELLER ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL KUZEY FİNAL ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL MİNECAN ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL SEKİZGEN ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL SULAR ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL VARDA ORTAOKULU
ADANA,ÇUKUROVA,Secondary School,Özel Ortaokul,ÖZEL YENİ ADANA ORTADOĞU ORTAOKULU
ADANA,KOZAN,Secondary School,Özel Ortaokul,ÖZEL  KOZAN KOLEJİ ORTAOKULU
ADANA,SARIÇAM,Secondary School,Özel Ortaokul,ÖZEL ERKAN ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ADANA BAHÇEŞEHİR ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ADANA BİL KOLEJİ ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ADANA İSABET ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ADANA İSTANBUL LİDER KOLEJİ ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ADANA OKYANUS ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ADANA ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL ÇUKUROVA MARMARA ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL FİNAL AKADEMİ ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL SEYHAN ALTINELLER ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL SEYHAN MEKTEBİM ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL SÜHEYLA  TOKYAY ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,ÖZEL YÜKSELİŞ ORTAOKULU
ADANA,SEYHAN,Secondary School,Özel Ortaokul,TED ADANA KOLEJİ ÖZEL ORTAOKULU
ADANA,YÜREĞİR,Secondary School,Özel Ortaokul,ÖZEL ALTINÇAĞ GELİŞİM ORTAOKULU
ADANA,CEYHAN,High School,Özel Anadolu Lisesi,ÖZEL CEYHAN BAŞARI KOLEJİ ANADOLU LİSESİ
ADANA,CEYHAN,High School,Özel Anadolu Lisesi,ÖZEL CEYHAN FİNAL AKADEMİ ANADOLU LİSESİ
ADANA,CEYHAN,High School,Özel Fen Lisesi,ÖZEL CEYHAN FİNAL AKADEMİ FEN LİSESİ
ADANA,CEYHAN,High School,Özel Anadolu Lisesi,ÖZEL CEYHAN İLK HEDEF BAŞARI KOLEJİ ANADOLU LİSESİ
ADANA,CEYHAN,High School,Özel Anadolu Lisesi,ÖZEL CEYHAN KOLEJİ ANADOLU LİSESİ
ADANA,CEYHAN,High School,Özel Fen Lisesi,ÖZEL CEYHAN KOLEJİ FEN LİSESİ
ADANA,CEYHAN,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL CEYHAN TEKNOLOJİ KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL  ÇUKUROVA TEKNOLOJİ KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ADANA DOĞA ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ADANA DOĞA FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ADANA EKİM KOLEJİ FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ADANA FAVORİ FEN BİLİMLERİ ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Lise,ÖZEL ADANA FAVORİ FEN BİLİMLERİ FEN  LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ADANA FİNAL ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ADANA FİNAL FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ADANA GÜNDOĞDU ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ADANA MODERN BİLİMLER AKADEMİSİ (MBA) ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ADANA VARDA ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ADANA VARDA FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ALTINELLER FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL BAŞKENT ÜNİVERSİTESİ BAŞKENT KOLEJİ ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ÇUKUROVA AKADEMİ KÜLTÜR ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ÇUKUROVA ALTINELLER ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ÇUKUROVA ERAL ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ÇUKUROVA ERAL FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL ÇUKUROVA UZAY MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL EMİR KOLEJİ ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL EMİR KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ERAL ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL ERAL FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL ERKAN ÇUKUROVA ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL GÜNDOĞDU FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL MAVİ GÖL FİNAL ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL MAVİ GÖL FİNAL FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL PRİZMA AKADEMİ ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL SEKİZGEN ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL SULAR ANADOLU LİSESİ
ADANA,ÇUKUROVA,High School,Özel Fen Lisesi,ÖZEL SULAR FEN LİSESİ
ADANA,ÇUKUROVA,High School,Özel Anadolu Lisesi,ÖZEL YENİ ADANA ORTADOĞU ANADOLU LİSESİ
ADANA,KOZAN,High School,Özel Fen Lisesi,ÖZEL KOZAN KOLEJİ FEN LİSESİ
ADANA,KOZAN,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL KOZAN SOLAR AKADEMİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,KOZAN,High School,Özel Anadolu Lisesi,ÖZEL YENİ SİS ANADOLU LİSESİ
ADANA,SARIÇAM,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL  AOSB SARIÇAM TEKNOLOJİ KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,SARIÇAM,High School,Özel Lise,ÖZEL ADANA ÇINARLI FEN VE TEKNOLOJİ LİSESİ
ADANA,SARIÇAM,High School,Özel Anadolu Lisesi,ÖZEL ERKAN ANADOLU LİSESİ
ADANA,SARIÇAM,High School,Özel Fen Lisesi,ÖZEL ERKAN FEN LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL ADANA ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL ADANA BİL KOLEJİ ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL ADANA DORUK ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Fen Lisesi,ÖZEL ADANA FEN LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL ADANA İSTANBUL LİDER KOLEJİ ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Fen Lisesi,ÖZEL ADANA İSTANBUL LİDER KOLEJİ FEN LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL ADANA OKYANUS ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Lise,ÖZEL ADANA OKYANUS FEN VE TEKNOLOJİ LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL BAHÇEŞEHİR ADANA ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL ÇUKUROVA MARMARA ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL FİNAL AKADEMİ ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,ÖZEL SEYHAN MEKTEBİM ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL SEYHAN UZAY MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADANA,SEYHAN,High School,Özel Anadolu Lisesi,TED ÖZEL ADANA KOLEJİ ANADOLU LİSESİ
ADANA,YÜREĞİR,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL UZAY MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN,BESNİ,Primary School,Özel İlkokul,ÖZEL BESNİ SİMYA İLKOKULU
ADIYAMAN,GÖLBAŞI,Primary School,Özel İlkokul,ÖZEL GÖLBAŞI SİMYA İLKOKULU
ADIYAMAN,KAHTA,Primary School,Özel İlkokul,ÖZEL KAHTA UĞUR İLKOKULU
ADIYAMAN,MERKEZ,Primary School,Özel İlkokul,ÖZEL ADIYAMAN BİL İLKOKULU
ADIYAMAN,MERKEZ,Primary School,Özel İlkokul,ÖZEL ADIYAMAN BİREY İLKOKULU
ADIYAMAN,MERKEZ,Primary School,Özel İlkokul,ÖZEL ADIYAMAN DOĞA İLKOKULU
ADIYAMAN,MERKEZ,Primary School,Özel İlkokul,ÖZEL ADIYAMAN EGEBİL KOLEJİ İLKOKULU
ADIYAMAN,BESNİ,Secondary School,Özel Ortaokul,ÖZEL BESNİ SİMYA ORTAOKULU
ADIYAMAN,KAHTA,Secondary School,Özel Ortaokul,ÖZEL KAHTA UĞUR ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL ADIYAMAN BİL ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL ADIYAMAN BİREY ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL ADIYAMAN DOĞA ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL ADIYAMAN EGEBİL KOLEJİ ORTAOKUL
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL ATAK ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL İKRA ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL ÖZGÜN İNTEGRAL ORTAOKULU
ADIYAMAN,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL TEST TEKNİK ÇAĞI ORTAOKULU
ADIYAMAN,BESNİ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL BESNİ ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN,BESNİ,High School,Özel Anadolu Lisesi,ÖZEL BESNİ SİMYA ANADOLU LİSESİ
ADIYAMAN,KAHTA,High School,Özel Anadolu Lisesi,ÖZEL KAHTA FİNAL AKADEMİ ANADOLU LİSESİ
ADIYAMAN,KAHTA,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL KAHTA OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN,KAHTA,High School,Özel Fen Lisesi,ÖZEL LİDER ENDERUN FEN LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL ADIYAMAN BİL ANADOLU LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Fen Lisesi,ÖZEL ADIYAMAN BİL FEN LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL ADIYAMAN DOĞA ANADOLU LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Fen Lisesi,ÖZEL ADIYAMAN DOĞA FEN LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL ADIYAMAN EGEBİL KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL ADIYAMAN TEKNOKENT KOLEJİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL ATAK  ANADOLU LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Fen Lisesi,ÖZEL ATAK FEN LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL ÖZGÜN İNTEGRAL ANADOLU LİSESİ
ADIYAMAN,MERKEZ,High School,Özel Fen Lisesi,ÖZEL TEST TEKNİK ÇAĞI FEN LİSESİ
AFYONKARAHİSAR,BOLVADİN,Primary School,Özel İlkokul,ÖZEL BOLVADİN ÇÖZÜM AKADEMİ İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL AFYON BİRİKİM İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL AFYON GİRNE KOLEJİ İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL AFYON İSABET İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL AFYON İSTEK İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL AFYON NEZİHA ARSLAN İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,ÖZEL NAR TANESİ İLKOKULU
AFYONKARAHİSAR,MERKEZ,Primary School,Özel İlkokul,TED AFYON KOLEJİ ÖZEL İLKOKULU
AFYONKARAHİSAR,SANDIKLI,Primary School,Özel İlkokul,ÖZEL SANDIKLI UĞURALP İLKOKULU
AFYONKARAHİSAR,SANDIKLI,Primary School,Özel İlkokul,ÖZEL SANDIKLI YUNUS EMRE İLKOKULU
AFYONKARAHİSAR,EMİRDAĞ,Secondary School,Özel Ortaokul,ÖZEL EMRAH MOLA ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AFYON BİRİKİM ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AFYON GİRNE KOLEJİ ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AFYON İSABET ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AFYON İSTEK ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AFYON NEZİHA ARSLAN ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL NAR TANESİ ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL YAVUZOĞLU ORTAOKULU
AFYONKARAHİSAR,MERKEZ,Secondary School,Özel Ortaokul,TED AFYON KOLEJİ ÖZEL ORTAOKULU
AFYONKARAHİSAR,SANDIKLI,Secondary School,Özel Ortaokul,ÖZEL SANDIKLI UĞURALP ORTAOKULU
AFYONKARAHİSAR,SANDIKLI,Secondary School,Özel Ortaokul,ÖZEL SANDIKLI YUNUS EMRE ORTAOKULU
AFYONKARAHİSAR,EMİRDAĞ,High School,Özel Fen Lisesi,ÖZEL EMRAH MOLA FEN LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL AFYON BİRİKİM ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL AFYON GİRNE KOLEJİ ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL AFYON İSTEK ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Fen Lisesi,ÖZEL AFYON İSTEK FEN LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL AFYONKARAHİSAR BAHÇEŞEHİR UĞUR ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL AOSB RAHMİYE SARE PALALI MESLEKİ VE TEKNİK ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL GENÇ KALEMLER ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL GENÇ KALEMLER MESLEKİ VE TEKNİK ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL TEKNOLOJİ AFYONKARAHİSAR ORGANİZE SANAYİ BÖLGESİ MESLEKİ VE TEKNİK ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL YAVUZOĞLU ANADOLU LİSESİ
AFYONKARAHİSAR,MERKEZ,High School,Özel Anadolu Lisesi,TED AFYON KOLEJİ ÖZEL ANADOLU LİSESİ
AFYONKARAHİSAR,SANDIKLI,High School,Özel Anadolu Lisesi,ÖZEL SANDIKLI ANADOLU LİSESİ
AFYONKARAHİSAR,SANDIKLI,High School,Özel Fen Lisesi,ÖZEL SANDIKLI UĞURALP FEN LİSESİ
AFYONKARAHİSAR,SANDIKLI,High School,Özel Fen Lisesi,ÖZEL SANDIKLI YUNUS EMRE FEN LİSESİ
AĞRI,DOĞUBAYAZIT,Primary School,Özel İlkokul,ÖZEL DOĞUBEYAZIT YÖNTEM İLKOKULU
AĞRI,MERKEZ,Primary School,Özel İlkokul,ÖZEL AĞRI BAHÇEŞEHİR KOLEJİ İLKOKULU
AĞRI,MERKEZ,Primary School,Özel İlkokul,ÖZEL AĞRI DOĞA İLKOKULU
AĞRI,MERKEZ,Primary School,Özel İlkokul,ÖZEL AĞRI TEKNOKENT KOLEJİ İLKOKULU
AĞRI,DOĞUBAYAZIT,Secondary School,Özel Ortaokul,ÖZEL DOĞUBEYAZIT YÖNTEM ORTAOKULU
AĞRI,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AĞRI BAHÇEŞEHİR KOLEJİ ORTAOKULU
AĞRI,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AĞRI DOĞA ORTAOKULU
AĞRI,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AĞRI TEKNOKENT KOLEJİ ORTAOKULU
AĞRI,DOĞUBAYAZIT,High School,Özel Anadolu Lisesi,ÖZEL DOĞUBAYAZIT AÇI ANADOLU LİSESİ
AĞRI,DOĞUBAYAZIT,High School,Özel Anadolu Lisesi,ÖZEL DOĞUBAYAZIT BİLİŞİM TEKNOFEN MESLEKLİ VE TEKNİK ANADOLU LİSESİ
AĞRI,DOĞUBAYAZIT,High School,Özel Anadolu Lisesi,ÖZEL MEHMET YİĞİT FEN BİLİMLERİ ANADOLU LİSESİ
AĞRI,MERKEZ,High School,Özel Anadolu Lisesi,ÖZEL AĞRI DOĞA ANADOLU LİSESİ
AĞRI,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL AĞRI OSB MESLEKİ VE TEKNİK ANADOLU LİSESİ
AĞRI,MERKEZ,High School,Özel Mesleki ve Teknik Anadolu Lisesi,ÖZEL AĞRI TEKNOKENT MESLEKİ VE TEKNİK ANADOLU LİSESİ
AMASYA,MERKEZ,Primary School,Özel İlkokul,ÖZEL AMASYA AÇI İLKOKULU
AMASYA,MERKEZ,Primary School,Özel İlkokul,ÖZEL AMASYA KUTLUBEY KOLEJİ İLKOKULU
AMASYA,MERKEZ,Primary School,Özel İlkokul,ÖZEL SEVGİ BAŞARIR İLKOKULU
AMASYA,MERZİFON,Primary School,Özel İlkokul,ÖZEL MERZİFON KUTLUBEY KOLEJİ İLKOKULU
AMASYA,MERZİFON,Primary School,Özel İlkokul,ÖZEL MERZİFON SINAV KOLEJİ İLKOKULU
AMASYA,MERKEZ,Secondary School,Özel Ortaokul,ÖZEL AMASYA AÇI ORTAOKULU
