City,District,Category,Kind,School Name
ŞIRNAK,İDİL,Primary School,İlkokul,Camili İlkokulu
DENİZLİ,ÇAL,Primary School,İlkokul,Sazak İlkokulu
KÜTAHYA,SİMAV,Secondary School,Ortaokul,Borsa İstanbul Esenevler Ortaokulu
KOCAELİ,BAŞİSKELE,Secondary School,Ortaokul,Aydınkent Ortaokulu
KOCAELİ,BAŞİSKELE,Primary School,İlkokul,Aydınkent İlkokulu
AĞRI,DOĞUBAYAZIT,Primary School,İlkokul,75. Yıl İlkokulu
ŞANLIURFA,BİRECİK,Primary School,İlkokul,Bentbahçesi İlkokulu
ISPARTA,MERKEZ,High School,Anadolu Lisesi,Şehit Sezgin Erdoğan Anadolu Lisesi
ŞIRNAK,MERKEZ,Primary School,İlkokul,Kumçatı İlkokulu
ADANA,İMAMOĞLU,Primary School,İlkokul,Hürriyet İlkokulu
NİĞDE,MERKEZ,Primary School,İlkokul,75.Yıl Mustafa Altuncu İlkokulu
HATAY,REYHANLI,Primary School,İlkokul,Tayfur Sökmen İlkokulu
BATMAN,MERKEZ,Primary School,İlkokul,Borsa İstanbul Belde İlkokulu
HATAY,İSKENDERUN,Secondary School,Ortaokul,Çırtıman Ortaokulu
ŞANLIURFA,HALİLİYE,Primary School,İlkokul,Payamlı Kalecik İlkokulu
KARS,MERKEZ,Primary School,Türk İlkokulu,Atatürk İlkokulu
ISPARTA,MERKEZ,Secondary School,Ortaokul,Sav Ortaokulu
BİLECİK,MERKEZ,Primary School,İlkokul,Kozabirlik İlkokulu
BURSA,OSMANGAZİ,Secondary School,Ortaokul,Hamitler Adnan Türkay Ortaokulu
AFYONKARAHİSAR,İHSANİYE,High School,Mesleki ve Teknik Anadolu Lisesi,İhsaniye Turizm Mesleki ve Teknik Anadolu Lisesi
KONYA,KARATAY,Primary School,İlkokul,Saraçoğlu Ahmet Haşhaş İlkokulu
ŞANLIURFA,HALİLİYE,Secondary School,Ortaokul,Şair Nabi Ortaokulu
SİNOP,BOYABAT,High School,Mesleki ve Teknik Anadolu Lisesi,İbn-i Sina Mesleki ve Teknik Anadolu Lisesi
ANKARA,ETİMESGUT,High School,Mesleki ve Teknik Anadolu Lisesi,Elvanköy Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi
SİİRT,KURTALAN,Primary School,İlkokul,Sümer İlkokulu
GAZİANTEP,İSLAHİYE,Secondary School,Ortaokul,Ali Öztürk Ortaokulu
İSTANBUL,ÜSKÜDAR,Primary School,İlkokul,Zeynep Kamil İlkokulu
TEKİRDAĞ,ÇORLU,Primary School,İlkokul,Mükerrem Ali Kayan İlkokulu
ÇANAKKALE,ÇAN,High School,Anadolu Lisesi,Çan İbrahim Bodur Anadolu Lisesi
KÜTAHYA,GEDİZ,Primary School,İlkokul,Mehmet Akif Ersoy İlkokulu
YOZGAT,KADIŞEHRİ,Primary School,İlkokul,Şehit Nuri Çelik İlkokulu
ERZİNCAN,MERKEZ,Secondary School,Ortaokul,Yunus Emre Ortaokulu
GAZİANTEP,ŞAHİNBEY,High School,Mesleki ve Teknik Anadolu Lisesi,Ülgan Konukoğlu Ticaret Mesleki ve Teknik Anadolu Lisesi
MARDİN,DERİK,Primary School,İlkokul,Marev İbrahim Fidanoğlu İlkokulu
ŞANLIURFA,EYYÜBİYE,Secondary School,Ortaokul,Bilim Ortaokulu
İSTANBUL,SULTANGAZİ,Primary School,İlkokul,Esentepe İlkokulu
HATAY,REYHANLI,Secondary School,Ortaokul,Nergisli Cumhuriyet Ortaokulu
VAN,ERCİŞ,Secondary School,Ortaokul,Ebubekir Çiftçi Ortaokulu
HATAY,SAMANDAĞ,High School,Mesleki ve Teknik Anadolu Lisesi,Adem Nural Mesleki ve Teknik Anadolu Lisesi
KONYA,SELÇUKLU,Primary School,İlkokul,Mustafa Karaciğan İlkokulu
MERSİN,ERDEMLİ,Primary School,İlkokul,Türbe İlkokulu
MARDİN,DERİK,Secondary School,Ortaokul,Marev İbrahim Fidanoğlu Ortaokulu
BURSA,YILDIRIM,Primary School,İlkokul,Namazgah Gıyasettin Bingöl İlkokulu
SİİRT,BAYKAN,Primary School,İlkokul,Veysel Karani İlkokulu
NEVŞEHİR,ÜRGÜP,Primary School,İlkokul,Mehmet Dinler İlkokulu
ORDU,ALTINORDU,Secondary School,Ortaokul,Kökenli Ortaokulu
OSMANİYE,KADİRLİ,Secondary School,Ortaokul,TEAŞ Aslantaş HES Ortaokulu
KAHRAMANMARAŞ,DULKADİROĞLU,High School,Anadolu Lisesi,Fatih Anadolu Lisesi
ORDU,ALTINORDU,Primary School,İlkokul,Kökenli İlkokulu
KIRŞEHİR,MUCUR,Secondary School,Ortaokul,Şehit Öğr.H.Aydemir Hürriyet Ortaokulu
SİVAS,ALTINYAYLA,Primary School,İlkokul,Güzeloğlan Şehit Ahmet Uma İlkokulu
TRABZON,SÜRMENE,Secondary School,Ortaokul,Ormanseven Ortaokulu
NİĞDE,MERKEZ,Primary School,İlkokul,Yıldıztepe Şehit Ahmet Saltık İlkokulu
HATAY,HASSA,Primary School,İlkokul,Aktepe Gazi İlkokulu
HATAY,KIRIKHAN,Primary School,İlkokul,Gazi İlkokulu
ESKİŞEHİR,TEPEBAŞI,High School,Anadolu Lisesi,Beyhan-Rıfat Çıkılıoğlu Anadolu Lisesi
NİĞDE,BOR,Primary School,İlkokul,Tepeköy İlkokulu
KARAMAN,BAŞYAYLA,Secondary School,Ortaokul,Şehit Mustafa Ahmet Demir Ortaokulu
KAHRAMANMARAŞ,NURHAK,Secondary School,Ortaokul,Nurhak Ortaokulu
ISPARTA,MERKEZ,High School,Fen Lisesi,Isparta Süleyman Demirel Fen Lisesi
ERZİNCAN,MERKEZ,Secondary School,Ortaokul,Mollaköy Ortaokulu
SİVAS,MERKEZ,Secondary School,Ortaokul,Şehit Osman Yurt Ortaokulu
AFYONKARAHİSAR,MERKEZ,Primary School,İlkokul,Hoca Ahmet Yesevi İlkokulu
ANTALYA,KEPEZ,Primary School,İlkokul,Cengiz Topel İlkokulu
ANTALYA,DEMRE,Primary School,İlkokul,Beymelek İlkokulu
KAHRAMANMARAŞ,NURHAK,Primary School,İlkokul,Nurhak İlkokulu
KAYSERİ,MELİKGAZİ,Secondary School,Ortaokul,Osman Hilmi Kalpaklıoğlu Ortaokulu
NEVŞEHİR,MERKEZ,Secondary School,Ortaokul,Kavak Ortaokulu
KONYA,MERAM,Primary School,İlkokul,Meram Gödene İlkokulu
SİVAS,ŞARKIŞLA,Secondary School,Ortaokul,Şehit Nurcan Karakaya Ortaokulu
İSTANBUL,ESENYURT,Primary School,İlkokul,Siteler İlkokulu
RİZE,ÇAYELİ,High School,Mesleki ve Teknik Anadolu Lisesi,Çayeli Barbaros Mesleki ve Teknik Anadolu Lisesi
SAMSUN,BAFRA,Primary School,İlkokul,Kızılırmak İlkokulu
İSTANBUL,ATAŞEHİR,Primary School,İlkokul,Sakarya İlkokulu
TRABZON,SÜRMENE,Primary School,İlkokul,Ormanseven İlkokulu
KAHRAMANMARAŞ,ÇAĞLAYANCERİT,Primary School,İlkokul,İstiklal İlkokulu
KAYSERİ,MELİKGAZİ,High School,Anadolu Lisesi,Melikgazi Necdet Taş Anadolu Lisesi
TEKİRDAĞ,SÜLEYMANPAŞA,Primary School,İlkokul,Nurettin Ekmekçioğlu İlkokulu
MALATYA,PÜTÜRGE,Secondary School,Ortaokul,Pötürge İmam Hatip Ortaokulu
KAYSERİ,MELİKGAZİ,Primary School,İlkokul,Necip Fazıl Kısakürek İlkokulu
KAYSERİ,DEVELİ,Primary School,Türk İlkokulu,Cesarettin Kocatürk İlkokulu
KONYA,KULU,Secondary School,Ortaokul,Yeşilyurt Ortaokulu
İZMİR,MENDERES,Secondary School,Ortaokul,Değirmendere Ortaokulu
ADANA,ÇUKUROVA,Primary School,İlkokul,Alparslan İlkokulu
BURSA,OSMANGAZİ,High School,Mesleki ve Teknik Anadolu Lisesi,Şehit Ömer Halisdemir Mesleki ve Teknik Anadolu Lisesi
DİYARBAKIR,SUR,Secondary School,Ortaokul,Mermer Bucağı Ortaokulu
TRABZON,OF,Secondary School,Ortaokul,Eskipazar Ortaokulu
KIRŞEHİR,MERKEZ,Secondary School,Ortaokul,Aşıkpaşa Ortaokulu
MERSİN,MEZİTLİ,Primary School,İlkokul,Faris Kokulu İlkokulu
KONYA,ALTINEKİN,Primary School,İlkokul,Cumhuriyet İlkokulu
BARTIN,ULUS,Secondary School,Ortaokul,75.Yıl Cumhuriyet Ortaokulu
AYDIN,YENİPAZAR,Secondary School,Ortaokul,Hamzabali Ortaokulu
ADIYAMAN,BESNİ,Primary School,İlkokul,Sarıyaprak İlkokulu
SİVAS,ALTINYAYLA,Secondary School,Ortaokul,Güzeloğlan Şehit Ahmet Uma Ortaokulu
İSTANBUL,ARNAVUTKÖY,High School,Anadolu Lisesi,Arnavutköy Anadolu Lisesi
BİTLİS,MUTKİ,Primary School,İlkokul,Açıkalan İlkokulu
KÜTAHYA,TAVŞANLI,Primary School,İlkokul,Gürağaç İlkokulu
BİNGÖL,MERKEZ,Secondary School,Ortaokul,Şehit Astsubay Muhammed Koşan Ortaokulu
NEVŞEHİR,ÜRGÜP,Secondary School,Ortaokul,Ortahisar Fatih Ortaokulu
GİRESUN,DERELİ,Secondary School,Ortaokul,Şehit Yüzbaşı İsmail Hakkı Öztopal Ortaokulu
NİĞDE,BOR,Secondary School,Ortaokul,Mehmet Güleç Ortaokulu
DİYARBAKIR,ÇERMİK,Secondary School,Ortaokul,Petekkaya Ortaokulu
SAKARYA,GEYVE,Secondary School,Ortaokul,Akdoğan Ortaokulu
AYDIN,YENİPAZAR,Primary School,İlkokul,Hamzabali İlkokulu
SAKARYA,ARİFİYE,Secondary School,Ortaokul,Ekrem Oba Ortaokulu
ADANA,İMAMOĞLU,Secondary School,Ortaokul,İstiklal Ortaokulu
ISPARTA,ŞARKIKARAAĞAÇ,Secondary School,Ortaokul,Yunus Emre Ortaokulu
YALOVA,MERKEZ,Primary School,İlkokul,Nadide Üstündağ Yıldırım Özel Eğitim İlkokulu
AYDIN,KÖŞK,Secondary School,Ortaokul,Çiftlik Ortaokulu
ESKİŞEHİR,TEPEBAŞI,Primary School,İlkokul,Ticaret Borsası İlkokulu
ELAZIĞ,BASKİL,Secondary School,Ortaokul,Vakıfbank Ortaokulu
TOKAT,MERKEZ,Secondary School,Ortaokul,Halil Rıfat Paşa Ortaokulu
HATAY,DEFNE,Secondary School,Ortaokul,Balıklıdere Ortaokulu
TRABZON,ORTAHİSAR,Primary School,İlkokul,Hasan Ali Yücel İlkokulu
SİVAS,ŞARKIŞLA,Primary School,İlkokul,Akçakışla Şehit Yıldırım Kuzucular İlkokulu
TEKİRDAĞ,ÇORLU,High School,Mesleki ve Teknik Anadolu Lisesi,Şehit Ulaş Türk Ticaret Mesleki ve Teknik Anadolu Lisesi
KAYSERİ,KOCASİNAN,Primary School,İlkokul,Ahmet Baldöktü İlkokulu
ANTALYA,ALANYA,Secondary School,Ortaokul,Atatürk Ortaokulu
NEVŞEHİR,ÜRGÜP,Primary School,İlkokul,Ortahisar Fatih İlkokulu
EDİRNE,MERKEZ,Primary School,İlkokul,Ticaret ve Sanayi Odası İlkokulu
HATAY,DEFNE,Primary School,İlkokul,Balıklıdere İlkokulu
İSTANBUL,KARTAL,Secondary School,Ortaokul,Ülkü Bora Ortaokulu
MERSİN,SİLİFKE,Primary School,İlkokul,Kapızlı Rasim Bozbey İlkokulu
GAZİANTEP,ŞAHİNBEY,High School,Anadolu Lisesi,Atatürk Anadolu Lisesi
ŞANLIURFA,HALİLİYE,Primary School,İlkokul,Yeşiltepe İlkokulu
ÇANAKKALE,ÇAN,Primary School,İlkokul,Terzialan İlkokulu
HATAY,İSKENDERUN,Primary School,İlkokul,Suçıkağı Paşakaraca İlkokulu
TRABZON,OF,Primary School,İlkokul,Eskipazar İlkokulu
İSTANBUL,SARIYER,Secondary School,Ortaokul,Mehmet İpgin Ortaokulu
İSTANBUL,BEŞİKTAŞ,Secondary School,Ortaokul,Cumhuriyet Ortaokulu
SİVAS,ŞARKIŞLA,Primary School,İlkokul,Şehit Doğan Kaya İlkokulu
KASTAMONU,MERKEZ,Primary School,İlkokul,Ali Fuat Darende İlkokulu
AYDIN,DİDİM,High School,Mesleki ve Teknik Anadolu Lisesi,Zeynep-Mehmet Dönmez Turizm Mesleki ve Teknik Anadolu Lisesi
NİĞDE,BOR,Secondary School,Ortaokul,Cumhuriyet Ortaokulu
ANTALYA,ALANYA,Primary School,İlkokul,Jülide Akça İlkokulu
BURSA,İNEGÖL,Primary School,İlkokul,Şipali İlkokulu
İSTANBUL,ESENYURT,Secondary School,Ortaokul,Siteler Ortaokulu
ANKARA,YENİMAHALLE,High School,Anadolu Lisesi,Mustafa Kemal Anadolu Lisesi
ARTVİN,HOPA,Secondary School,Ortaokul,Cumhuriyet Ortaokulu
ERZURUM,YAKUTİYE,Primary School,İlkokul,Hava Meydan Komutanlığı 75.Yıl İlkokulu
İSTANBUL,SANCAKTEPE,Secondary School,Ortaokul,Yenidoğan Ortaokulu
EDİRNE,UZUNKÖPRÜ,Primary School,İlkokul,Şinasi İlkokulu
BALIKESİR,ALTIEYLÜL,High School,Anadolu Lisesi,Mehmet Ağa Safarov Anadolu Lisesi
KARAMAN,MERKEZ,Secondary School,Ortaokul,Kemal Reis Ortaokulu
ISPARTA,MERKEZ,Secondary School,Ortaokul,Bahçelievler Ortaokulu
GAZİANTEP,ŞAHİNBEY,Primary School,İlkokul,Şehit Adem Yavuz İlkokulu
MERSİN,ERDEMLİ,Secondary School,Ortaokul,Alata Ortaokulu
İSTANBUL,KADIKÖY,Secondary School,Ortaokul,Hüseyin Ayaz Ortaokulu
ARTVİN,HOPA,Primary School,İlkokul,Yoldere İlkokulu
KIRŞEHİR,MERKEZ,High School,Mesleki ve Teknik Anadolu Lisesi,Kırşehir Mesleki ve Teknik Anadolu Lisesi
NİĞDE,BOR,Primary School,İlkokul,Veli Bengü İlkokulu
TRABZON,YOMRA,Primary School,İlkokul,Yavuz Selim İlkokulu
ELAZIĞ,MERKEZ,Secondary School,Ortaokul,Akçakiraz Ortaokulu
TEKİRDAĞ,ÇORLU,Primary School,İlkokul,Emlak Konut Ergene Vadisi İlkokulu
BURSA,NİLÜFER,High School,Anadolu Lisesi,Şahinler Anadolu Lisesi
GİRESUN,ŞEBİNKARAHİSAR,Secondary School,Ortaokul,Şehit Oktay YEŞİL Ortaokulu
İZMİR,NARLIDERE,Secondary School,Ortaokul,Kılıçaslan Ortaokulu
İZMİR,KONAK,Primary School,İlkokul,Salih İşgören İlkokulu
ELAZIĞ,MERKEZ,Secondary School,Ortaokul,Karşıyaka Ortaokulu
KOCAELİ,GEBZE,High School,Anadolu Lisesi,Gebze Süleyman Demirel Anadolu Lisesi
HATAY,REYHANLI,High School,Anadolu Lisesi,Cemil Meriç Anadolu Lisesi
AFYONKARAHİSAR,DAZKIRI,Secondary School,Ortaokul,Yüreğil Koralkim Ortaokulu
İSTANBUL,GAZİOSMANPAŞA,Primary School,İlkokul,Gazikent İlkokulu
TEKİRDAĞ,ÇORLU,Primary School,İlkokul,Atakent İlkokulu
ANTALYA,MURATPAŞA,High School,Anadolu Lisesi,Hacı Malike Mehmet Bileydi Anadolu Lisesi
VAN,ÇATAK,Secondary School,Ortaokul,Yatılı Bölge Ortaokulu
AĞRI,DİYADİN,Secondary School,Ortaokul,Şehit İlhan Demir Yatılı Bölge Ortaokulu
OSMANİYE,MERKEZ,Primary School,İlkokul,Şehit Yasemin Tekin İlkokulu
KAHRAMANMARAŞ,ÇAĞLAYANCERİT,Secondary School,Ortaokul,Soğukpınar Ortaokulu
İZMİR,NARLIDERE,Primary School,İlkokul,Kılıçaslan İlkokulu
İZMİR,BORNOVA,Secondary School,Ortaokul,Suphi Koyuncuoğlu Ortaokulu
ISPARTA,MERKEZ,Primary School,İlkokul,Gelincik İlkokulu
AFYONKARAHİSAR,EMİRDAĞ,Primary School,İlkokul,Adayazı İlkokulu
BURSA,İNEGÖL,Primary School,İlkokul,Şükrünailipaşa İlkokulu
RİZE,MERKEZ,Secondary School,Ortaokul,Veliköy Uzun Mustafa Kopuz Ortaokulu
KAHRAMANMARAŞ,EKİNÖZÜ,Secondary School,Ortaokul,Yunus Emre Ortaokulu
SAMSUN,BAFRA,Primary School,İlkokul,50.Yıl İlkokulu
İZMİR,MENDERES,Primary School,İlkokul,Çamönü Naile Karadeniz İlkokulu
İZMİR,KARŞIYAKA,Secondary School,Ortaokul,Hamdullah Suphi Tanrıöver Ortaokulu
ANTALYA,KEPEZ,High School,Anadolu Lisesi,Çağlayan Anadolu Lisesi
ISPARTA,MERKEZ,Primary School,İlkokul,Sevim Örnek İlkokulu
UŞAK,KARAHALLI,Secondary School,Ortaokul,Delihıdırlı Ortaokulu
BİNGÖL,KARLIOVA,Primary School,İlkokul,Derinçay İlkokulu
BİNGÖL,MERKEZ,Secondary School,Ortaokul,İbni Sina Ortaokulu
MUĞLA,KÖYCEĞİZ,Secondary School,Ortaokul,Akköprü Denizfeneri Ortaokulu
SİVAS,ŞARKIŞLA,Primary School,İlkokul,Çanakçı İlkokulu
AFYONKARAHİSAR,SİNANPAŞA,Secondary School,Ortaokul,Güney Ayşe Zeynep Kocabıyık Ortaokulu
KAHRAMANMARAŞ,ÇAĞLAYANCERİT,Primary School,İlkokul,Soğukpınar İlkokulu
NİĞDE,BOR,Primary School,İlkokul,Kayı Ayşe Aydoğan İlkokulu
İSTANBUL,ÜMRANİYE,Primary School,İlkokul,Şehit Askeri Çoban İlkokulu
HATAY,KIRIKHAN,Primary School,İlkokul,İmece İlkokulu
GİRESUN,MERKEZ,Secondary School,Ortaokul,Teyyaredüzü Şehit Ufuk BİNGÖL Ortaokulu
ANTALYA,MANAVGAT,Primary School,İlkokul,Çavuşköy İlkokulu
İSTANBUL,KÜÇÜKÇEKMECE,Primary School,İlkokul,Toki Ertuğrul Gazi İlkokulu
RİZE,MERKEZ,Primary School,İlkokul,Veliköy Uzun Mustafa Kopuz İlkokulu
DÜZCE,ÇİLİMLİ,Primary School,İlkokul,Dikmeli İlkokulu
NİĞDE,BOR,Secondary School,Ortaokul,Kayı Ayşe Aydoğan Ortaokulu
KOCAELİ,DERİNCE,Secondary School,Ortaokul,Çınarlı Ortaokulu
ADIYAMAN,KAHTA,Primary School,İlkokul,Vali Özbilgin İlkokulu
BİTLİS,HİZAN,Primary School,İlkokul,Başkent Üniversitesi İlkokulu
EDİRNE,MERKEZ,Secondary School,Ortaokul,Ticaret ve Sanayi Odası Ortaokulu
TRABZON,ORTAHİSAR,Secondary School,Ortaokul,Kanuni Ortaokulu
DENİZLİ,ACIPAYAM,Secondary School,Ortaokul,Alcı Ortaokulu
MERSİN,YENİŞEHİR,High School,Fen Lisesi,Eyüp Aygar Fen Lisesi
İSTANBUL,BEYOĞLU,Primary School,İlkokul,Galatasaray Üniversitesi Galatasaray İlkokulu
KAHRAMANMARAŞ,ELBİSTAN,Primary School,İlkokul,Battal Gazi İlkokulu
KAYSERİ,BÜNYAN,Primary School,Türk İlkokulu,Atatürk İlkokulu
ORDU,ALTINORDU,Secondary School,Ortaokul,Şehit Ersin Bacaksız Ortaokulu
BİTLİS,HİZAN,Secondary School,Ortaokul,Başkent Üniversitesi Ortaokulu
KIRŞEHİR,MERKEZ,Secondary School,Ortaokul,Sırrı Kardeş Ortaokulu
BİNGÖL,MERKEZ,Primary School,İlkokul,İbni Sina İlkokulu
KÜTAHYA,EMET,Secondary School,Ortaokul,Gazi Emet Ortaokulu
BURSA,OSMANGAZİ,Secondary School,Ortaokul,BTSO Sait Ete Ortaokulu
ANKARA,KEÇİÖREN,Primary School,İlkokul,Vildan Nurettin Demirer İlkokulu
KAYSERİ,MELİKGAZİ,Primary School,İlkokul,Demir Karamancı İlkokulu
İSTANBUL,ŞİŞLİ,Primary School,İlkokul,Mustafa Sarıgül İlkokulu
SİİRT,BAYKAN,Primary School,İlkokul,Gazi Mustafa Kemal İlkokulu
DİYARBAKIR,KAYAPINAR,Primary School,İlkokul,Huzurevleri İlkokulu
TUNCELİ,NAZİMİYE,Secondary School,Ortaokul,Nazımiye Ortaokulu
BURDUR,BUCAK,Secondary School,Ortaokul,Boğazköy Veysel Mutlu Ortaokulu
İSTANBUL,ŞİŞLİ,Secondary School,Ortaokul,Mustafa Sarıgül Ortaokulu
KONYA,KARATAY,Primary School,İlkokul,Birol Polat İlkokulu
AFYONKARAHİSAR,EMİRDAĞ,Secondary School,Ortaokul,Adayazı Ortaokulu
KONYA,KARATAY,Secondary School,Ortaokul,Abdülhamid Han Ortaokulu
DÜZCE,AKÇAKOCA,High School,Fen Lisesi,Akçakoca Orhan Özdemir Fen Lisesi
ESKİŞEHİR,ALPU,Primary School,İlkokul,Osmaniye İlkokulu
KÜTAHYA,TAVŞANLI,Secondary School,Ortaokul,Gürağaç Ortaokulu
SAMSUN,ATAKUM,Secondary School,Ortaokul,Fatih Sultan Mehmet Ortaokulu
İSTANBUL,ÜSKÜDAR,Secondary School,Ortaokul,Selami Ali Ortaokulu
MUĞLA,BODRUM,Secondary School,Ortaokul,Ortakent Kerem Aydınlar Ortaokulu
TOKAT,ALMUS,Secondary School,Ortaokul,Çevreli Şehit Abdullah Eymur Ortaokulu
BİNGÖL,KARLIOVA,Primary School,İlkokul,Kantarkaya İlkokulu
ADANA,SEYHAN,Secondary School,Ortaokul,Yavuz Selim Ortaokulu
SİVAS,MERKEZ,Secondary School,Ortaokul,Demirçelik Ortaokulu
KAYSERİ,MELİKGAZİ,Secondary School,Ortaokul,Demir Karamancı Ortaokulu
ISPARTA,MERKEZ,Secondary School,Ortaokul,Kuleönü Ortaokulu
ŞANLIURFA,SİVEREK,Primary School,İlkokul,Yavuz Selim İlkokulu
SAMSUN,BAFRA,Secondary School,Ortaokul,Nazmiye Demirel Ortaokulu
MALATYA,BATTALGAZİ,Primary School,İlkokul,Şehit Şahin Altmış İlkokulu
BİNGÖL,KARLIOVA,Secondary School,Ortaokul,Kantarkaya Ortaokulu
BATMAN,MERKEZ,Primary School,İlkokul,Fatih İlkokulu
MERSİN,AKDENİZ,Primary School,İlkokul,Huzurkent Latife Hanım İlkokulu
AKSARAY,MERKEZ,High School,Anadolu Lisesi,İncesu Anadolu Lisesi
KOCAELİ,KARTEPE,Primary School,İlkokul,Dumlupınar İlkokulu
KOCAELİ,KÖRFEZ,Primary School,İlkokul,Kirazlıyalı Tevfik Fikret İlkokulu
MARDİN,MAZIDAĞI,Secondary School,Ortaokul,Etibakır Ortaokulu
SİİRT,MERKEZ,High School,Anadolu Lisesi,Selami Değer Anadolu Lisesi
HATAY,SAMANDAĞ,Secondary School,Ortaokul,Değirmenbaşı Ortaokulu
İSTANBUL,BAHÇELİEVLER,Primary School,İlkokul,Şirinevler Mehmet Şen İlkokulu
SAMSUN,ATAKUM,Secondary School,Ortaokul,Prof.Dr. Necmettin Erbakan Ortaokulu
DİYARBAKIR,BİSMİL,Primary School,İlkokul,Cumhuriyet İlkokulu
SAKARYA,ARİFİYE,Primary School,İlkokul,Ekrem Oba İlkokulu
ADANA,ÇUKUROVA,Secondary School,Ortaokul,Oğuzhan Ortaokulu
İSTANBUL,PENDİK,Secondary School,Ortaokul,Fatih Sultan Mehmet Ortaokulu
GİRESUN,DERELİ,Primary School,Türk İlkokulu,Atatürk İlkokulu
İSTANBUL,BEYOĞLU,Primary School,İlkokul,Cezayirli Gazi Hasanpaşa İlkokulu
ANTALYA,AKSU,Secondary School,Ortaokul,Karaöz Ortaokulu
BURSA,YENİŞEHİR,Secondary School,Ortaokul,Köprühisar Atatürk Ortaokulu
SAMSUN,ATAKUM,Primary School,İlkokul,Balaç 100. Yıl İlkokulu
ELAZIĞ,MADEN,Secondary School,Ortaokul,Asım Sürücü Ortaokulu
ADIYAMAN,MERKEZ,Primary School,İlkokul,Yenigüven İlkokulu
BURSA,NİLÜFER,Primary School,İlkokul,Konaklı İlkokulu
İSTANBUL,ÇEKMEKÖY,Secondary School,Ortaokul,Çamlık Ortaokulu
GAZİANTEP,NURDAĞI,Secondary School,Ortaokul,Nurten Öztürk Ortaokulu
MERSİN,ERDEMLİ,Primary School,İlkokul,Sultan Akın İlkokulu
KONYA,SELÇUKLU,Secondary School,Ortaokul,Rebii Karatekın Ortaokulu
ORDU,ALTINORDU,Secondary School,Ortaokul,Bayadı Ortaokulu
TOKAT,PAZAR,Secondary School,Ortaokul,Gazi Osman Paşa İmam Hatip Ortaokulu
NİĞDE,MERKEZ,Secondary School,Ortaokul,Gazi Ortaokulu
KÜTAHYA,MERKEZ,Secondary School,Ortaokul,Yunus Emre Ortaokulu
KIRŞEHİR,MERKEZ,Primary School,İlkokul,Cumhuriyet İlkokulu
KASTAMONU,BOZKURT,Secondary School,Ortaokul,Bozkurt Ortaokulu
HATAY,İSKENDERUN,Primary School,İlkokul,Hürriyet İlkokulu
İSTANBUL,KÜÇÜKÇEKMECE,Primary School,İlkokul,Halkalı Doğa İlkokulu
BURSA,İZNİK,Primary School,İlkokul,Tacir İlkokulu
BURSA,İNEGÖL,Primary School,İlkokul,İnegöl Fenerbahçeliler Derneği Hamamlı İlkokulu
ANKARA,KAHRAMANKAZAN,High School,Fen Lisesi,Mustafa Hakan Güvençer Fen Lisesi
ANKARA,KEÇİÖREN,Secondary School,Ortaokul,Kamil Ocak Ortaokulu
ISPARTA,MERKEZ,Primary School,İlkokul,Şehit Güngör Dolunay İlkokulu
DENİZLİ,PAMUKKALE,Primary School,İlkokul,Akdere Hüseyin Ali Bayram İlkokulu
ADANA,YÜREĞİR,Primary School,İlkokul,Cengiz Topel İlkokulu
GAZİANTEP,ŞEHİTKAMİL,Secondary School,Ortaokul,Münifpaşa Ortaokulu
İZMİR,MENDERES,Secondary School,Ortaokul,Özdere Oğan Timinci Ortaokulu
BİNGÖL,MERKEZ,Primary School,İlkokul,Dikme İlkokulu
KAYSERİ,DEVELİ,Secondary School,Ortaokul,Şehit Üsteğmen Ömer Mavi Ortaokulu
TRABZON,ORTAHİSAR,Primary School,İlkokul,Karakaya İlkokulu
AFYONKARAHİSAR,EMİRDAĞ,High School,Mesleki ve Teknik Anadolu Lisesi,Emirdağ Mesleki ve Teknik Anadolu Lisesi
İSTANBUL,KADIKÖY,Primary School,İlkokul,Göztepe İlkokulu
İZMİR,SEFERİHİSAR,Secondary School,Ortaokul,Muharrem Gülpınar Ortaokulu
HATAY,ERZİN,Secondary School,Ortaokul,Erzin Ortaokulu
DENİZLİ,KALE,Secondary School,Ortaokul,Şehit Sadık Sağınç Ortaokulu
AMASYA,GÖYNÜCEK,Secondary School,Ortaokul,Atatürk Ortaokulu
KASTAMONU,ARAÇ,Secondary School,Ortaokul,Şehit Ünsal Aksoy Borsa İstanbul Ortaokulu
İSTANBUL,ÜSKÜDAR,Secondary School,Ortaokul,Hilmi Çelikoğlu Ortaokulu
MALATYA,BATTALGAZİ,Primary School,İlkokul,Battalgazi Şehit Er Mehmet Sucu İlkokulu
ADANA,İMAMOĞLU,Secondary School,Ortaokul,Üçtepe Ortaokulu
RİZE,GÜNEYSU,Primary School,İlkokul,Kıbledağı Şehit Metin Çetin İlkokulu
ANKARA,SİNCAN,Secondary School,Ortaokul,Cumhuriyet Ortaokulu
ANTALYA,MURATPAŞA,Secondary School,Ortaokul,Muratpaşa Yenigöl Ortaokulu
İSTANBUL,BAKIRKÖY,Primary School,İlkokul,Murat Kölük İlkokulu
TRABZON,ORTAHİSAR,Secondary School,Ortaokul,Karakaya Ortaokulu
NEVŞEHİR,ACIGÖL,Secondary School,Ortaokul,Acıgöl Şehit İsa Çokyiğit Ortaokulu
